"local_site","DateTime","mmt_num","SM"
"MRS8",2019-07-29 18:00:00,1,0.0831
"MRS8",2019-07-29 18:00:00,2,0.0729
"MRS8",2019-07-29 18:00:00,3,0.0322
"MRS8",2019-07-29 18:00:00,4,0.0214
"MRS8",2019-07-29 18:00:00,5,NaN
"MRS12",2019-07-29 19:00:00,1,0.0359
"MRS12",2019-07-29 19:00:00,2,0.0504
"MRS12",2019-07-29 19:00:00,3,0.0831
"MRS12",2019-07-29 19:00:00,4,-0.0135
"MRS12",2019-07-29 19:00:00,5,NaN
"MRS4",2019-07-29 19:00:00,1,0.0802
"MRS4",2019-07-29 19:00:00,2,0.0395
"MRS4",2019-07-29 19:00:00,3,0.0896
"MRS4",2019-07-29 19:00:00,4,0.0707
"MRS4",2019-07-29 19:00:00,5,0.1042
"MRS8",2019-07-29 19:00:00,1,0.0831
"MRS8",2019-07-29 19:00:00,2,0.0715
"MRS8",2019-07-29 19:00:00,3,0.0315
"MRS8",2019-07-29 19:00:00,4,0.0221
"MRS8",2019-07-29 19:00:00,5,NaN
"MRS12",2019-07-29 20:00:00,1,0.0337
"MRS12",2019-07-29 20:00:00,2,0.049
"MRS12",2019-07-29 20:00:00,3,0.0831
"MRS12",2019-07-29 20:00:00,4,-0.0171
"MRS12",2019-07-29 20:00:00,5,NaN
"MRS4",2019-07-29 20:00:00,1,0.0802
"MRS4",2019-07-29 20:00:00,2,0.0388
"MRS4",2019-07-29 20:00:00,3,0.0882
"MRS4",2019-07-29 20:00:00,4,0.0678
"MRS4",2019-07-29 20:00:00,5,0.1034
"MRS8",2019-07-29 20:00:00,1,0.0838
"MRS8",2019-07-29 20:00:00,2,0.0693
"MRS8",2019-07-29 20:00:00,3,0.0308
"MRS8",2019-07-29 20:00:00,4,0.0214
"MRS8",2019-07-29 20:00:00,5,NaN
"MRS12",2019-07-29 21:00:00,1,0.0322
"MRS12",2019-07-29 21:00:00,2,0.0482
"MRS12",2019-07-29 21:00:00,3,0.0824
"MRS12",2019-07-29 21:00:00,4,-0.0171
"MRS12",2019-07-29 21:00:00,5,NaN
"MRS4",2019-07-29 21:00:00,1,0.078
"MRS4",2019-07-29 21:00:00,2,0.0373
"MRS4",2019-07-29 21:00:00,3,0.0874
"MRS4",2019-07-29 21:00:00,4,0.07
"MRS4",2019-07-29 21:00:00,5,0.102
"MRS8",2019-07-29 21:00:00,1,0.0809
"MRS8",2019-07-29 21:00:00,2,0.0707
"MRS8",2019-07-29 21:00:00,3,0.0308
"MRS8",2019-07-29 21:00:00,4,0.0199
"MRS8",2019-07-29 21:00:00,5,NaN
"MRS12",2019-07-29 22:00:00,1,0.0322
"MRS12",2019-07-29 22:00:00,2,0.0475
"MRS12",2019-07-29 22:00:00,3,0.0824
"MRS12",2019-07-29 22:00:00,4,-0.0179
"MRS12",2019-07-29 22:00:00,5,NaN
"MRS4",2019-07-29 22:00:00,1,0.078
"MRS4",2019-07-29 22:00:00,2,0.0381
"MRS4",2019-07-29 22:00:00,3,0.0867
"MRS4",2019-07-29 22:00:00,4,0.0707
"MRS4",2019-07-29 22:00:00,5,0.102
"MRS8",2019-07-29 22:00:00,1,0.0816
"MRS8",2019-07-29 22:00:00,2,0.0707
"MRS8",2019-07-29 22:00:00,3,0.0301
"MRS8",2019-07-29 22:00:00,4,0.0206
"MRS8",2019-07-29 22:00:00,5,NaN
"MRS12",2019-07-29 23:00:00,1,0.0322
"MRS12",2019-07-29 23:00:00,2,0.0475
"MRS12",2019-07-29 23:00:00,3,0.0824
"MRS12",2019-07-29 23:00:00,4,-0.0179
"MRS12",2019-07-29 23:00:00,5,NaN
"MRS4",2019-07-29 23:00:00,1,0.078
"MRS4",2019-07-29 23:00:00,2,0.0373
"MRS4",2019-07-29 23:00:00,3,0.0867
"MRS4",2019-07-29 23:00:00,4,0.0707
"MRS4",2019-07-29 23:00:00,5,0.102
"MRS8",2019-07-29 23:00:00,1,0.0809
"MRS8",2019-07-29 23:00:00,2,0.0707
"MRS8",2019-07-29 23:00:00,3,0.0293
"MRS8",2019-07-29 23:00:00,4,0.0199
"MRS8",2019-07-29 23:00:00,5,NaN
"MRS12",2019-07-30 00:00:00,1,0.033
"MRS12",2019-07-30 00:00:00,2,0.0475
"MRS12",2019-07-30 00:00:00,3,0.0831
"MRS12",2019-07-30 00:00:00,4,-0.0179
"MRS12",2019-07-30 00:00:00,5,NaN
"MRS4",2019-07-30 00:00:00,1,0.078
"MRS4",2019-07-30 00:00:00,2,0.0381
"MRS4",2019-07-30 00:00:00,3,0.0867
"MRS4",2019-07-30 00:00:00,4,0.0707
"MRS4",2019-07-30 00:00:00,5,0.102
"MRS8",2019-07-30 00:00:00,1,0.0809
"MRS8",2019-07-30 00:00:00,2,0.0707
"MRS8",2019-07-30 00:00:00,3,0.0293
"MRS8",2019-07-30 00:00:00,4,0.0206
"MRS8",2019-07-30 00:00:00,5,NaN
"MRS12",2019-07-30 01:00:00,1,0.033
"MRS12",2019-07-30 01:00:00,2,0.0475
"MRS12",2019-07-30 01:00:00,3,0.0824
"MRS12",2019-07-30 01:00:00,4,-0.0179
"MRS12",2019-07-30 01:00:00,5,NaN
"MRS4",2019-07-30 01:00:00,1,0.078
"MRS4",2019-07-30 01:00:00,2,0.0373
"MRS4",2019-07-30 01:00:00,3,0.0874
"MRS4",2019-07-30 01:00:00,4,0.07
"MRS4",2019-07-30 01:00:00,5,0.1027
"MRS8",2019-07-30 01:00:00,1,0.0809
"MRS8",2019-07-30 01:00:00,2,0.0715
"MRS8",2019-07-30 01:00:00,3,0.0293
"MRS8",2019-07-30 01:00:00,4,0.0199
"MRS8",2019-07-30 01:00:00,5,NaN
"MRS12",2019-07-30 02:00:00,1,0.033
"MRS12",2019-07-30 02:00:00,2,0.0468
"MRS12",2019-07-30 02:00:00,3,0.0824
"MRS12",2019-07-30 02:00:00,4,-0.0179
"MRS12",2019-07-30 02:00:00,5,NaN
"MRS4",2019-07-30 02:00:00,1,0.078
"MRS4",2019-07-30 02:00:00,2,0.0366
"MRS4",2019-07-30 02:00:00,3,0.0874
"MRS4",2019-07-30 02:00:00,4,0.0707
"MRS4",2019-07-30 02:00:00,5,0.1027
"MRS8",2019-07-30 02:00:00,1,0.0838
"MRS8",2019-07-30 02:00:00,2,0.0715
"MRS8",2019-07-30 02:00:00,3,0.0293
"MRS8",2019-07-30 02:00:00,4,0.0206
"MRS8",2019-07-30 02:00:00,5,NaN
"MRS12",2019-07-30 03:00:00,1,0.033
"MRS12",2019-07-30 03:00:00,2,0.0475
"MRS12",2019-07-30 03:00:00,3,0.0824
"MRS12",2019-07-30 03:00:00,4,-0.0171
"MRS12",2019-07-30 03:00:00,5,NaN
"MRS4",2019-07-30 03:00:00,1,0.0787
"MRS4",2019-07-30 03:00:00,2,0.0373
"MRS4",2019-07-30 03:00:00,3,0.0874
"MRS4",2019-07-30 03:00:00,4,0.0715
"MRS4",2019-07-30 03:00:00,5,0.1034
"MRS8",2019-07-30 03:00:00,1,0.0816
"MRS8",2019-07-30 03:00:00,2,0.0722
"MRS8",2019-07-30 03:00:00,3,0.0293
"MRS8",2019-07-30 03:00:00,4,0.0206
"MRS8",2019-07-30 03:00:00,5,NaN
"MRS12",2019-07-30 04:00:00,1,0.033
"MRS12",2019-07-30 04:00:00,2,0.0482
"MRS12",2019-07-30 04:00:00,3,0.0824
"MRS12",2019-07-30 04:00:00,4,-0.0171
"MRS12",2019-07-30 04:00:00,5,NaN
"MRS4",2019-07-30 04:00:00,1,0.0787
"MRS4",2019-07-30 04:00:00,2,0.0381
"MRS4",2019-07-30 04:00:00,3,0.0882
"MRS4",2019-07-30 04:00:00,4,0.0715
"MRS4",2019-07-30 04:00:00,5,0.1034
"MRS8",2019-07-30 04:00:00,1,0.0809
"MRS8",2019-07-30 04:00:00,2,0.0722
"MRS8",2019-07-30 04:00:00,3,0.0293
"MRS8",2019-07-30 04:00:00,4,0.0199
"MRS8",2019-07-30 04:00:00,5,NaN
"MRS12",2019-07-30 05:00:00,1,0.0344
"MRS12",2019-07-30 05:00:00,2,0.0482
"MRS12",2019-07-30 05:00:00,3,0.0831
"MRS12",2019-07-30 05:00:00,4,-0.0164
"MRS12",2019-07-30 05:00:00,5,NaN
"MRS4",2019-07-30 05:00:00,1,0.0795
"MRS4",2019-07-30 05:00:00,2,0.0381
"MRS4",2019-07-30 05:00:00,3,0.0889
"MRS4",2019-07-30 05:00:00,4,0.0715
"MRS4",2019-07-30 05:00:00,5,0.1034
"MRS8",2019-07-30 05:00:00,1,0.0809
"MRS8",2019-07-30 05:00:00,2,0.0715
"MRS8",2019-07-30 05:00:00,3,0.0293
"MRS8",2019-07-30 05:00:00,4,0.0199
"MRS8",2019-07-30 05:00:00,5,NaN
"MRS12",2019-07-30 06:00:00,1,0.0352
"MRS12",2019-07-30 06:00:00,2,0.0482
"MRS12",2019-07-30 06:00:00,3,0.0838
"MRS12",2019-07-30 06:00:00,4,-0.0157
"MRS12",2019-07-30 06:00:00,5,NaN
"MRS4",2019-07-30 06:00:00,1,0.0787
"MRS4",2019-07-30 06:00:00,2,0.0388
"MRS4",2019-07-30 06:00:00,3,0.0882
"MRS4",2019-07-30 06:00:00,4,0.0715
"MRS4",2019-07-30 06:00:00,5,0.1027
"MRS8",2019-07-30 06:00:00,1,0.0809
"MRS8",2019-07-30 06:00:00,2,0.07
"MRS8",2019-07-30 06:00:00,3,0.0301
"MRS8",2019-07-30 06:00:00,4,0.0199
"MRS8",2019-07-30 06:00:00,5,NaN
"MRS12",2019-07-30 07:00:00,1,0.0352
"MRS12",2019-07-30 07:00:00,2,0.0482
"MRS12",2019-07-30 07:00:00,3,0.0838
"MRS12",2019-07-30 07:00:00,4,-0.0157
"MRS12",2019-07-30 07:00:00,5,NaN
"MRS4",2019-07-30 07:00:00,1,0.0787
"MRS4",2019-07-30 07:00:00,2,0.0381
"MRS4",2019-07-30 07:00:00,3,0.0882
"MRS4",2019-07-30 07:00:00,4,0.0715
"MRS4",2019-07-30 07:00:00,5,0.1027
"MRS8",2019-07-30 07:00:00,1,0.0802
"MRS8",2019-07-30 07:00:00,2,0.07
"MRS8",2019-07-30 07:00:00,3,0.0293
"MRS8",2019-07-30 07:00:00,4,0.0199
"MRS8",2019-07-30 07:00:00,5,NaN
"MRS12",2019-07-30 08:00:00,1,0.0352
"MRS12",2019-07-30 08:00:00,2,0.0482
"MRS12",2019-07-30 08:00:00,3,0.0838
"MRS12",2019-07-30 08:00:00,4,-0.015
"MRS12",2019-07-30 08:00:00,5,NaN
"MRS4",2019-07-30 08:00:00,1,0.078
"MRS4",2019-07-30 08:00:00,2,0.0381
"MRS4",2019-07-30 08:00:00,3,0.0882
"MRS4",2019-07-30 08:00:00,4,0.0693
"MRS4",2019-07-30 08:00:00,5,0.102
"MRS8",2019-07-30 08:00:00,1,0.0809
"MRS8",2019-07-30 08:00:00,2,0.0693
"MRS8",2019-07-30 08:00:00,3,0.0293
"MRS8",2019-07-30 08:00:00,4,0.0199
"MRS8",2019-07-30 08:00:00,5,NaN
"MRS12",2019-07-30 09:00:00,1,0.0366
"MRS12",2019-07-30 09:00:00,2,0.049
"MRS12",2019-07-30 09:00:00,3,0.0845
"MRS12",2019-07-30 09:00:00,4,-0.0142
"MRS12",2019-07-30 09:00:00,5,NaN
"MRS4",2019-07-30 09:00:00,1,0.0795
"MRS4",2019-07-30 09:00:00,2,0.0381
"MRS4",2019-07-30 09:00:00,3,0.0882
"MRS4",2019-07-30 09:00:00,4,0.0671
"MRS4",2019-07-30 09:00:00,5,0.1034
"MRS8",2019-07-30 09:00:00,1,0.0824
"MRS8",2019-07-30 09:00:00,2,0.0686
"MRS8",2019-07-30 09:00:00,3,0.0293
"MRS8",2019-07-30 09:00:00,4,0.0206
"MRS8",2019-07-30 09:00:00,5,NaN
"MRS12",2019-07-30 10:00:00,1,0.0373
"MRS12",2019-07-30 10:00:00,2,0.049
"MRS12",2019-07-30 10:00:00,3,0.086
"MRS12",2019-07-30 10:00:00,4,-0.0135
"MRS12",2019-07-30 10:00:00,5,NaN
"MRS4",2019-07-30 10:00:00,1,0.0795
"MRS4",2019-07-30 10:00:00,2,0.0381
"MRS4",2019-07-30 10:00:00,3,0.0867
"MRS4",2019-07-30 10:00:00,4,0.0664
"MRS4",2019-07-30 10:00:00,5,0.1027
"MRS8",2019-07-30 10:00:00,1,0.0816
"MRS8",2019-07-30 10:00:00,2,0.0657
"MRS8",2019-07-30 10:00:00,3,0.0286
"MRS8",2019-07-30 10:00:00,4,0.0199
"MRS8",2019-07-30 10:00:00,5,NaN
"MRS12",2019-07-30 11:00:00,1,0.0366
"MRS12",2019-07-30 11:00:00,2,0.0497
"MRS12",2019-07-30 11:00:00,3,0.086
"MRS12",2019-07-30 11:00:00,4,-0.0113
"MRS12",2019-07-30 11:00:00,5,NaN
"MRS4",2019-07-30 11:00:00,1,0.078
"MRS4",2019-07-30 11:00:00,2,0.0366
"MRS4",2019-07-30 11:00:00,3,0.0845
"MRS4",2019-07-30 11:00:00,4,0.0642
"MRS4",2019-07-30 11:00:00,5,0.1012
"MRS8",2019-07-30 11:00:00,1,0.0802
"MRS8",2019-07-30 11:00:00,2,0.0635
"MRS8",2019-07-30 11:00:00,3,0.0272
"MRS8",2019-07-30 11:00:00,4,0.0199
"MRS8",2019-07-30 11:00:00,5,NaN
"MRS12",2019-07-30 12:00:00,1,0.0359
"MRS12",2019-07-30 12:00:00,2,0.0482
"MRS12",2019-07-30 12:00:00,3,0.0831
"MRS12",2019-07-30 12:00:00,4,-0.0135
"MRS12",2019-07-30 12:00:00,5,NaN
"MRS4",2019-07-30 12:00:00,1,0.078
"MRS4",2019-07-30 12:00:00,2,0.0366
"MRS4",2019-07-30 12:00:00,3,0.0845
"MRS4",2019-07-30 12:00:00,4,0.0642
"MRS4",2019-07-30 12:00:00,5,0.1012
"MRS8",2019-07-30 12:00:00,1,0.0787
"MRS8",2019-07-30 12:00:00,2,0.062
"MRS8",2019-07-30 12:00:00,3,0.0264
"MRS8",2019-07-30 12:00:00,4,0.0177
"MRS8",2019-07-30 12:00:00,5,NaN
"MRS12",2019-07-30 13:00:00,1,0.0366
"MRS12",2019-07-30 13:00:00,2,0.0497
"MRS12",2019-07-30 13:00:00,3,0.0845
"MRS12",2019-07-30 13:00:00,4,-0.0099
"MRS12",2019-07-30 13:00:00,5,NaN
"MRS4",2019-07-30 13:00:00,1,0.0758
"MRS4",2019-07-30 13:00:00,2,0.0352
"MRS4",2019-07-30 13:00:00,3,0.0809
"MRS4",2019-07-30 13:00:00,4,0.062
"MRS4",2019-07-30 13:00:00,5,0.0983
"MRS8",2019-07-30 13:00:00,1,0.0773
"MRS8",2019-07-30 13:00:00,2,0.0598
"MRS8",2019-07-30 13:00:00,3,0.0264
"MRS8",2019-07-30 13:00:00,4,0.0177
"MRS8",2019-07-30 13:00:00,5,NaN
"MRS12",2019-07-30 14:00:00,1,0.0352
"MRS12",2019-07-30 14:00:00,2,0.0497
"MRS12",2019-07-30 14:00:00,3,0.0816
"MRS12",2019-07-30 14:00:00,4,-0.0099
"MRS12",2019-07-30 14:00:00,5,NaN
"MRS4",2019-07-30 14:00:00,1,0.0766
"MRS4",2019-07-30 14:00:00,2,0.033
"MRS4",2019-07-30 14:00:00,3,0.0787
"MRS4",2019-07-30 14:00:00,4,0.0606
"MRS4",2019-07-30 14:00:00,5,0.1005
"MRS8",2019-07-30 14:00:00,1,0.0816
"MRS8",2019-07-30 14:00:00,2,0.0577
"MRS8",2019-07-30 14:00:00,3,0.0257
"MRS8",2019-07-30 14:00:00,4,0.017
"MRS8",2019-07-30 14:00:00,5,NaN
"MRS12",2019-07-30 15:00:00,1,0.0373
"MRS12",2019-07-30 15:00:00,2,0.0511
"MRS12",2019-07-30 15:00:00,3,0.0831
"MRS12",2019-07-30 15:00:00,4,-0.0055
"MRS12",2019-07-30 15:00:00,5,NaN
"MRS4",2019-07-30 15:00:00,1,0.0736
"MRS4",2019-07-30 15:00:00,2,0.0322
"MRS4",2019-07-30 15:00:00,3,0.0773
"MRS4",2019-07-30 15:00:00,4,0.0584
"MRS4",2019-07-30 15:00:00,5,0.0976
"MRS8",2019-07-30 15:00:00,1,0.0795
"MRS8",2019-07-30 15:00:00,2,0.0526
"MRS8",2019-07-30 15:00:00,3,0.0243
"MRS8",2019-07-30 15:00:00,4,0.017
"MRS8",2019-07-30 15:00:00,5,NaN
"MRS12",2019-07-30 16:00:00,1,0.0373
"MRS12",2019-07-30 16:00:00,2,0.0511
"MRS12",2019-07-30 16:00:00,3,0.0809
"MRS12",2019-07-30 16:00:00,4,-0.0041
"MRS12",2019-07-30 16:00:00,5,NaN
"MRS4",2019-07-30 16:00:00,1,0.0664
"MRS4",2019-07-30 16:00:00,2,0.0286
"MRS4",2019-07-30 16:00:00,3,0.0744
"MRS4",2019-07-30 16:00:00,4,0.0584
"MRS4",2019-07-30 16:00:00,5,0.0947
"MRS8",2019-07-30 16:00:00,1,0.078
"MRS8",2019-07-30 16:00:00,2,0.0497
"MRS8",2019-07-30 16:00:00,3,0.0214
"MRS8",2019-07-30 16:00:00,4,0.0155
"MRS8",2019-07-30 16:00:00,5,NaN
"MRS12",2019-07-30 17:00:00,1,0.0344
"MRS12",2019-07-30 17:00:00,2,0.0482
"MRS12",2019-07-30 17:00:00,3,0.0751
"MRS12",2019-07-30 17:00:00,4,-0.0077
"MRS12",2019-07-30 17:00:00,5,NaN
"MRS4",2019-07-30 17:00:00,1,0.0642
"MRS4",2019-07-30 17:00:00,2,0.0272
"MRS4",2019-07-30 17:00:00,3,0.0722
"MRS4",2019-07-30 17:00:00,4,0.0533
"MRS4",2019-07-30 17:00:00,5,0.0918
"MRS8",2019-07-30 17:00:00,1,0.0729
"MRS8",2019-07-30 17:00:00,2,0.0482
"MRS8",2019-07-30 17:00:00,3,0.0206
"MRS8",2019-07-30 17:00:00,4,0.0155
"MRS8",2019-07-30 17:00:00,5,NaN
"MRS12",2019-07-30 18:00:00,1,0.025
"MRS12",2019-07-30 18:00:00,2,0.041
"MRS12",2019-07-30 18:00:00,3,0.0729
"MRS12",2019-07-30 18:00:00,4,-0.0179
"MRS12",2019-07-30 18:00:00,5,NaN
"MRS4",2019-07-30 18:00:00,1,0.062
"MRS4",2019-07-30 18:00:00,2,0.0257
"MRS4",2019-07-30 18:00:00,3,0.0707
"MRS4",2019-07-30 18:00:00,4,0.0511
"MRS4",2019-07-30 18:00:00,5,0.0911
"MRS8",2019-07-30 18:00:00,1,0.0744
"MRS8",2019-07-30 18:00:00,2,0.0475
"MRS8",2019-07-30 18:00:00,3,0.0192
"MRS8",2019-07-30 18:00:00,4,0.0163
"MRS8",2019-07-30 18:00:00,5,NaN
"MRS12",2019-07-30 19:00:00,1,0.0228
"MRS12",2019-07-30 19:00:00,2,0.0381
"MRS12",2019-07-30 19:00:00,3,0.0729
"MRS12",2019-07-30 19:00:00,4,-0.0215
"MRS12",2019-07-30 19:00:00,5,NaN
"MRS4",2019-07-30 19:00:00,1,0.0613
"MRS4",2019-07-30 19:00:00,2,0.025
"MRS4",2019-07-30 19:00:00,3,0.07
"MRS4",2019-07-30 19:00:00,4,0.0526
"MRS4",2019-07-30 19:00:00,5,0.0896
"MRS8",2019-07-30 19:00:00,1,0.0729
"MRS8",2019-07-30 19:00:00,2,0.046
"MRS8",2019-07-30 19:00:00,3,0.0184
"MRS8",2019-07-30 19:00:00,4,0.0155
"MRS8",2019-07-30 19:00:00,5,NaN
"MRS12",2019-07-30 20:00:00,1,0.0228
"MRS12",2019-07-30 20:00:00,2,0.0373
"MRS12",2019-07-30 20:00:00,3,0.0722
"MRS12",2019-07-30 20:00:00,4,-0.0215
"MRS12",2019-07-30 20:00:00,5,NaN
"MRS4",2019-07-30 20:00:00,1,0.0613
"MRS4",2019-07-30 20:00:00,2,0.0243
"MRS4",2019-07-30 20:00:00,3,0.0686
"MRS4",2019-07-30 20:00:00,4,0.0533
"MRS4",2019-07-30 20:00:00,5,0.0889
"MRS8",2019-07-30 20:00:00,1,0.0729
"MRS8",2019-07-30 20:00:00,2,0.0446
"MRS8",2019-07-30 20:00:00,3,0.0184
"MRS8",2019-07-30 20:00:00,4,0.0155
"MRS8",2019-07-30 20:00:00,5,NaN
"MRS12",2019-07-30 21:00:00,1,0.0221
"MRS12",2019-07-30 21:00:00,2,0.0366
"MRS12",2019-07-30 21:00:00,3,0.0722
"MRS12",2019-07-30 21:00:00,4,-0.0215
"MRS12",2019-07-30 21:00:00,5,NaN
"MRS4",2019-07-30 21:00:00,1,0.0606
"MRS4",2019-07-30 21:00:00,2,0.0243
"MRS4",2019-07-30 21:00:00,3,0.0678
"MRS4",2019-07-30 21:00:00,4,0.0497
"MRS4",2019-07-30 21:00:00,5,0.0889
"MRS8",2019-07-30 21:00:00,1,0.0715
"MRS8",2019-07-30 21:00:00,2,0.046
"MRS8",2019-07-30 21:00:00,3,0.0177
"MRS8",2019-07-30 21:00:00,4,0.0141
"MRS8",2019-07-30 21:00:00,5,NaN
"MRS12",2019-07-30 22:00:00,1,0.0221
"MRS12",2019-07-30 22:00:00,2,0.0359
"MRS12",2019-07-30 22:00:00,3,0.0722
"MRS12",2019-07-30 22:00:00,4,-0.0222
"MRS12",2019-07-30 22:00:00,5,NaN
"MRS4",2019-07-30 22:00:00,1,0.0598
"MRS4",2019-07-30 22:00:00,2,0.0228
"MRS4",2019-07-30 22:00:00,3,0.0678
"MRS4",2019-07-30 22:00:00,4,0.0511
"MRS4",2019-07-30 22:00:00,5,0.0874
"MRS8",2019-07-30 22:00:00,1,0.0729
"MRS8",2019-07-30 22:00:00,2,0.0446
"MRS8",2019-07-30 22:00:00,3,0.0184
"MRS8",2019-07-30 22:00:00,4,0.0141
"MRS8",2019-07-30 22:00:00,5,NaN
"MRS12",2019-07-30 23:00:00,1,0.0221
"MRS12",2019-07-30 23:00:00,2,0.0359
"MRS12",2019-07-30 23:00:00,3,0.0722
"MRS12",2019-07-30 23:00:00,4,-0.0222
"MRS12",2019-07-30 23:00:00,5,NaN
"MRS4",2019-07-30 23:00:00,1,0.0598
"MRS4",2019-07-30 23:00:00,2,0.0235
"MRS4",2019-07-30 23:00:00,3,0.0671
"MRS4",2019-07-30 23:00:00,4,0.0511
"MRS4",2019-07-30 23:00:00,5,0.0867
"MRS8",2019-07-30 23:00:00,1,0.0707
"MRS8",2019-07-30 23:00:00,2,0.046
"MRS8",2019-07-30 23:00:00,3,0.0177
"MRS8",2019-07-30 23:00:00,4,0.0141
"MRS8",2019-07-30 23:00:00,5,NaN
"MRS12",2019-07-31 00:00:00,1,0.0221
"MRS12",2019-07-31 00:00:00,2,0.0352
"MRS12",2019-07-31 00:00:00,3,0.0722
"MRS12",2019-07-31 00:00:00,4,-0.0222
"MRS12",2019-07-31 00:00:00,5,NaN
"MRS4",2019-07-31 00:00:00,1,0.0598
"MRS4",2019-07-31 00:00:00,2,0.0228
"MRS4",2019-07-31 00:00:00,3,0.0678
"MRS4",2019-07-31 00:00:00,4,0.0526
"MRS4",2019-07-31 00:00:00,5,0.0874
"MRS8",2019-07-31 00:00:00,1,0.0707
"MRS8",2019-07-31 00:00:00,2,0.0453
"MRS8",2019-07-31 00:00:00,3,0.0177
"MRS8",2019-07-31 00:00:00,4,0.0134
"MRS8",2019-07-31 00:00:00,5,NaN
"MRS12",2019-07-31 01:00:00,1,0.0221
"MRS12",2019-07-31 01:00:00,2,0.0352
"MRS12",2019-07-31 01:00:00,3,0.0722
"MRS12",2019-07-31 01:00:00,4,-0.0215
"MRS12",2019-07-31 01:00:00,5,NaN
"MRS4",2019-07-31 01:00:00,1,0.0598
"MRS4",2019-07-31 01:00:00,2,0.0228
"MRS4",2019-07-31 01:00:00,3,0.0678
"MRS4",2019-07-31 01:00:00,4,0.0526
"MRS4",2019-07-31 01:00:00,5,0.0874
"MRS8",2019-07-31 01:00:00,1,0.0707
"MRS8",2019-07-31 01:00:00,2,0.0453
"MRS8",2019-07-31 01:00:00,3,0.0177
"MRS8",2019-07-31 01:00:00,4,0.0134
"MRS8",2019-07-31 01:00:00,5,NaN
"MRS12",2019-07-31 02:00:00,1,0.0221
"MRS12",2019-07-31 02:00:00,2,0.0352
"MRS12",2019-07-31 02:00:00,3,0.0722
"MRS12",2019-07-31 02:00:00,4,-0.0222
"MRS12",2019-07-31 02:00:00,5,NaN
"MRS4",2019-07-31 02:00:00,1,0.0598
"MRS4",2019-07-31 02:00:00,2,0.0228
"MRS4",2019-07-31 02:00:00,3,0.0671
"MRS4",2019-07-31 02:00:00,4,0.0519
"MRS4",2019-07-31 02:00:00,5,0.0867
"MRS8",2019-07-31 02:00:00,1,0.0707
"MRS8",2019-07-31 02:00:00,2,0.0453
"MRS8",2019-07-31 02:00:00,3,0.0177
"MRS8",2019-07-31 02:00:00,4,0.0134
"MRS8",2019-07-31 02:00:00,5,NaN
"MRS12",2019-07-31 03:00:00,1,0.0221
"MRS12",2019-07-31 03:00:00,2,0.0352
"MRS12",2019-07-31 03:00:00,3,0.0722
"MRS12",2019-07-31 03:00:00,4,-0.0222
"MRS12",2019-07-31 03:00:00,5,NaN
"MRS4",2019-07-31 03:00:00,1,0.0598
"MRS4",2019-07-31 03:00:00,2,0.0228
"MRS4",2019-07-31 03:00:00,3,0.0671
"MRS4",2019-07-31 03:00:00,4,0.0519
"MRS4",2019-07-31 03:00:00,5,0.0867
"MRS8",2019-07-31 03:00:00,1,0.0707
"MRS8",2019-07-31 03:00:00,2,0.0446
"MRS8",2019-07-31 03:00:00,3,0.0177
"MRS8",2019-07-31 03:00:00,4,0.0134
"MRS8",2019-07-31 03:00:00,5,NaN
"MRS12",2019-07-31 04:00:00,1,0.0228
"MRS12",2019-07-31 04:00:00,2,0.0352
"MRS12",2019-07-31 04:00:00,3,0.0722
"MRS12",2019-07-31 04:00:00,4,-0.0215
"MRS12",2019-07-31 04:00:00,5,NaN
"MRS4",2019-07-31 04:00:00,1,0.0598
"MRS4",2019-07-31 04:00:00,2,0.0228
"MRS4",2019-07-31 04:00:00,3,0.0671
"MRS4",2019-07-31 04:00:00,4,0.0511
"MRS4",2019-07-31 04:00:00,5,0.0867
"MRS8",2019-07-31 04:00:00,1,0.0707
"MRS8",2019-07-31 04:00:00,2,0.0446
"MRS8",2019-07-31 04:00:00,3,0.0184
"MRS8",2019-07-31 04:00:00,4,0.0134
"MRS8",2019-07-31 04:00:00,5,NaN
"MRS12",2019-07-31 05:00:00,1,0.0228
"MRS12",2019-07-31 05:00:00,2,0.0352
"MRS12",2019-07-31 05:00:00,3,0.0722
"MRS12",2019-07-31 05:00:00,4,-0.0215
"MRS12",2019-07-31 05:00:00,5,NaN
"MRS4",2019-07-31 05:00:00,1,0.0598
"MRS4",2019-07-31 05:00:00,2,0.0221
"MRS4",2019-07-31 05:00:00,3,0.0671
"MRS4",2019-07-31 05:00:00,4,0.0526
"MRS4",2019-07-31 05:00:00,5,0.0867
"MRS8",2019-07-31 05:00:00,1,0.0707
"MRS8",2019-07-31 05:00:00,2,0.0446
"MRS8",2019-07-31 05:00:00,3,0.0177
"MRS8",2019-07-31 05:00:00,4,0.0134
"MRS8",2019-07-31 05:00:00,5,NaN
"MRS12",2019-07-31 06:00:00,1,0.0228
"MRS12",2019-07-31 06:00:00,2,0.0352
"MRS12",2019-07-31 06:00:00,3,0.0722
"MRS12",2019-07-31 06:00:00,4,-0.0215
"MRS12",2019-07-31 06:00:00,5,NaN
"MRS4",2019-07-31 06:00:00,1,0.0598
"MRS4",2019-07-31 06:00:00,2,0.0221
"MRS4",2019-07-31 06:00:00,3,0.0671
"MRS4",2019-07-31 06:00:00,4,0.0526
"MRS4",2019-07-31 06:00:00,5,0.0867
